Track,Danceability,Loudness,Chords-Changes-Rate,Dynamic-Complexity,Zerocrossingrate,Chords-Number-Rate,Pitch-Salience,Spectral-Centroid,Spectral-Complexity,Spectral-Decrease,Spectral-Energyband-High,Spectral-Energyband-Low,Spectral-Energyband-Middle-High,Spectral-Energyband-Middle-Low,Spectral-Entropy,Spectral-Flux,Spectral-Rolloff,Spectral-Spread,Onset-Rate,Length,BPM,Beats-Loud,Melody,Articulation,Rhythm Complexity,Rhythm Stability,Dissonance,Atonality,Mode,dom,sub,sub-sub,sub-dom,dom-sub,dom-tonic,glob-sub,glob-dom,sub-sub-dom,sub-dom-sub,dom-sub-dom,sub-dom-tonic,dom-tonic-sub,dom-sub-sub,sub-sub-sub,glob-sub-glob,glob-dom-tonic,glob-sub-sub,dom-dom,glob-glob,dom-dom-sub,glob-glob-dom,glob-dom-glob,glob-glob-sub,dom-dom-tonic,glob-sub-dom,dom-tonic-dom,glob-dom-sub,sub-dom-dom,dom-dom-dom,glob-dom-dom,glob-glob-glob,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
400040,1.31761717796,0.720874428749,0.0650529488921,5.23433208466,0.0536591894925,0.0121028739959,0.507952749729,976.811401367,8.39591217041,-7.0276984232e-09,0.000507843506057,0.0177245102823,0.00221479148604,0.00859753787518,6.82199192047,0.0654617697001,1323.74804688,4637046.0,3.75057673454,30.6488666534,80.585144043,0.092100135982,0.5695897340774536,0.4574547708034515,0.4589338600635528,0.5355625152587891,0.4281316697597503,0.6430810689926147,0.5587924122810364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
400092,1.68694806099,0.979894936085,0.0895061716437,1.62180137634,0.0395873822272,0.00925925932825,0.411378890276,1046.81054688,14.9374036789,-2.3105750202e-08,0.0013592367759,0.0705904215574,0.005582801532,0.0153378807008,7.58521699905,0.155210569501,682.972290039,5196248.0,5.19393825531,30.0133113861,114.096382141,0.0990091636777,0.5775023102760315,0.7189835906028748,0.5064806938171387,0.7106283903121948,0.5438886880874634,0.6657739877700806,0.5527845025062561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
600012,1.62610256672,0.986316263676,0.0911901071668,0.811616301537,0.0919762477279,0.0185471400619,0.603309690952,2630.64916992,38.5800476074,-6.43333342154e-09,0.0018082188908,0.0108410920948,0.0111251072958,0.00496626226231,7.82340908051,0.100662387908,3036.69482422,2832264.5,3.79850697517,30.0001583099,165.451217651,0.0292053539306,0.4961058795452118,0.8061186671257019,0.6383920311927795,0.6949259638786316,0.7916219234466553,0.5820950865745544,0.6319039463996887,0.24,0.36,0.2083333333333333,0.125,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0869565217391304,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0,0.0,0.0434782608695652,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
900066,1.00597083569,0.722358822823,0.0617283955216,7.17296457291,0.0560372546315,0.0169753078371,0.584532916546,1317.86962891,10.7117462158,-2.92171642435e-09,0.00023301152396,0.00224172370508,0.00369385653175,0.00642430083826,7.33327293396,0.048694819212,1486.8059082,3451365.0,3.52921462059,30.0133113861,75.9634628296,0.0293811056763,0.6145680546760559,0.5318910479545593,0.4253914654254913,0.5912941694259644,0.3952082693576813,0.6882963180541992,0.5231590867042542,0.0869565217391304,0.3478260869565217,0.1818181818181818,0.0,0.0,0.0454545454545454,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1363636363636363,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0,0,0,0,0,0,0,0,0,1
600050,1.37622308731,0.981963455677,0.0555555559695,1.27034747601,0.0936450958252,0.0138888889924,0.579820752144,2735.74487305,43.7063369751,-7.40756656015e-09,0.00362102035433,0.0131623167545,0.00670138606802,0.00867730472237,7.93141651154,0.107797294855,3376.32080078,3464726.25,3.62909793854,30.0133113861,112.384246826,0.0319039411843,0.5156390070915222,0.7905048131942749,0.5995295643806458,0.7101182341575623,0.7216048836708069,0.6041325330734253,0.6246592998504639,0.375,0.0625,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
600081,1.31554567814,0.980438411236,0.0340030901134,1.33843946457,0.0631514191628,0.00772797549143,0.626277029514,1750.63305664,36.191028595,-7.93344323569e-09,0.000896069221199,0.0106329945847,0.0120861399919,0.010438776575,7.75547027588,0.0985870063305,1864.37988281,2918321.0,2.49901771545,30.0001583099,151.829421997,0.0418033078313,0.482754498720169,0.7005045413970947,0.5609447360038757,0.6215776801109314,0.6601594686508179,0.5693371295928955,0.5616675019264221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
200088,1.01724302769,0.860011219978,0.0293209869415,3.85873413086,0.0342577956617,0.0108024692163,0.561771094799,894.571411133,13.160741806,-5.67550806352e-09,0.000160572235473,0.00679671298712,0.00416538538411,0.0121235400438,7.06993055344,0.0613764673471,753.361450195,3222247.5,3.62909793854,30.0133113861,105.254386902,0.0314749181271,0.6632778644561768,0.6160028576850891,0.4811508357524872,0.6905217170715332,0.4637183248996734,0.6944729685783386,0.525996744632721,0.0,0.4285714285714285,0.0769230769230769,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
100063,0.984182775021,0.291893988848,0.0354938283563,5.3647274971,0.0180539544672,0.0138888889924,0.531354784966,387.306915283,6.28438949585,-3.53065177094e-09,3.68580344912e-07,0.00060239789309,0.000166092737345,0.0131347235292,5.2683672905,0.0275510586798,468.538024902,1373474.875,1.66472387314,30.0133113861,94.3792190552,0.0258153825998,0.6377214193344116,0.3416086733341217,0.3572858870029449,0.4603894352912903,0.348482996225357,0.6860713958740234,0.6146032214164734,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
100011,0.943372070789,0.809636175632,0.0246913582087,2.92229032516,0.0305870082229,0.0138888889924,0.522472143173,685.649353027,11.4165382385,-7.78825803849e-09,1.18464886327e-05,0.00601744232699,0.00372465280816,0.0216721817851,6.10907268524,0.047532632947,852.559997559,1469625.375,1.0654232502,30.0133113861,152.679824829,0.0361854769289,0.6100699305534363,0.3260283768177032,0.3846750557422638,0.4657443165779114,0.3714965581893921,0.6513525247573853,0.5985486507415771,0.125,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0,1,0,0,0,0,0,0,0,0
600038,0.952150404453,0.874886393547,0.112828440964,4.9362859726,0.0771254003048,0.0231839250773,0.489922732115,2102.93920898,19.1941223145,-6.06397376757e-09,0.00160423014313,0.013837274164,0.00389103544876,0.00830591563135,7.51714754105,0.0784824341536,2329.24755859,3049195.25,3.03214168549,30.0001583099,96.4405670166,0.0429576262832,0.6104363799095154,0.6343533396720886,0.4748748242855072,0.6423162221908569,0.4837931394577026,0.69153892993927,0.5322368741035461,0.0,0.5454545454545454,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
44,1.35966181755,0.977386116982,0.0663580223918,1.18411171436,0.0490639656782,0.0169753078371,0.520626962185,1328.74975586,16.5780525208,-9.78678649233e-09,0.00120443757623,0.0191657599062,0.00410860031843,0.0172416325659,7.50089788437,0.105878204107,999.132446289,4160432.0,5.46029424667,30.0133113861,101.230316162,0.051081828773,0.5533461570739746,0.6919577121734619,0.5205543637275696,0.6516381502151489,0.5446902513504028,0.6428951025009155,0.523684024810791,0.2222222222222222,0.4444444444444444,0.125,0.25,0.0714285714285714,0.0714285714285714,0.25,0.1666666666666666,0.1428571428571428,0.0769230769230769,0.2,0.0769230769230769,0.0909090909090909,0.05,0.0769230769230769,0.3,0.2,0.1428571428571428,0.1333333333333333,0.1666666666666666,0.0714285714285714,0.2,0.125,0.0909090909090909,0.0384615384615384,0.0769230769230769,0.0625,0.0476190476190476,0.0714285714285714,0.0384615384615384,0.0714285714285714,0.0476190476190476,1,0,0,0,0,0,0,0,0,0
400044,0.969372212887,0.0309042744339,0.133131623268,5.839615345,0.0731826797128,0.0257186088711,0.582246363163,1795.41821289,9.55034065247,-4.23140056327e-09,0.000166240191902,0.00835266523063,0.00400780607015,0.00568638183177,7.11984205246,0.0520079657435,2192.32446289,3205799.0,3.97887277603,30.6488666534,117.10118103,0.0207389015704,0.5391075015068054,0.5819961428642273,0.4224583208560943,0.5779650807380676,0.4512412846088409,0.6454653739929199,0.5801283717155457,0.25,0.5,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0,0.0666666666666666,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
500031,1.16139769554,0.9396083951,0.138888895512,2.99501514435,0.0373527593911,0.0246913582087,0.543403804302,1105.82214355,13.0,-5.8913851575e-09,0.000216100364923,0.00709278183058,0.00661709997803,0.010234340094,7.08150005341,0.0771320089698,1066.14147949,3234155.25,3.7289814949,30.0133113861,178.205871582,0.0280590299517,0.646743655204773,0.581393837928772,0.4511182010173797,0.6289727091789246,0.4294214844703674,0.6888469457626343,0.4968756139278412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
300013,1.30435526371,0.978998422623,0.0663580223918,2.10963892937,0.0833549648523,0.0169753078371,0.571019649506,1678.00756836,20.5378665924,-6.53533716033e-09,0.00216566328891,0.00709279952571,0.00389683665708,0.0155020160601,7.86216115952,0.0986928418279,2205.59082031,5185989.0,3.76227593422,30.0133113861,178.205886841,0.035575337708,0.5991855263710022,0.6064884066581726,0.4997430741786957,0.666297197341919,0.4690527319908142,0.6829758882522583,0.5487799048423767,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
500042,0.957854568958,0.665995001793,0.0679012313485,5.95669269562,0.0311850979924,0.0185185186565,0.610253453255,807.41784668,9.37326145172,-2.76346745487e-09,0.000446908903541,0.000251766643487,0.00234402902424,0.00846047140658,6.55603313446,0.0383337400854,915.927429199,2596151.75,3.69568705559,30.0133113861,123.076271057,0.0130671989173,0.656872570514679,0.5575942397117615,0.4544286131858825,0.612257719039917,0.4198203086853027,0.6945746541023254,0.5211266279220581,0.3333333333333333,0.2,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0,0,0,0,0,1,0,0,0,0
100091,1.03035151958,0.871886432171,0.0848765447736,3.65769982338,0.077889919281,0.0200617276132,0.475585848093,2008.11364746,11.2210197449,-2.86679791017e-09,0.00038909225259,0.00077396503184,0.00846021156758,0.00312801683322,6.77144432068,0.046019423753,2344.45166016,2696067.5,3.06309199333,30.0133113861,93.6749343872,0.0171661116183,0.5725589394569397,0.3327602744102478,0.4434808194637298,0.4663519859313965,0.4289326071739197,0.5943823456764221,0.5505666732788086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
900040,1.20494270325,0.9488697052,0.118827164173,3.32468914986,0.0750187188387,0.0216049384326,0.572502970695,1900.09472656,18.4451313019,-5.2341051493e-09,0.00104613904841,0.0080634187907,0.006805957295,0.00870565697551,7.70001792908,0.0781578347087,2113.09838867,4192943.75,3.99533724785,30.0133113861,111.508506775,0.0276134870946,0.5970526337623596,0.6171402335166931,0.5191099047660828,0.6592517495155334,0.4932847917079925,0.6781748533248901,0.5367059707641602,0.1785714285714285,0.3571428571428571,0.074074074074074,0.1851851851851851,0.074074074074074,0.1111111111111111,0.0,0.0,0.0384615384615384,0.0769230769230769,0.0769230769230769,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
500079,1.5060813427,0.971824407578,0.0277777779847,1.9339017868,0.055370490998,0.00771604944021,0.468835890293,1640.8182373,15.96367836,-7.63195640019e-09,0.000728626793716,0.0146123645827,0.00584659120068,0.0109151722863,7.40928554535,0.0849614217877,1590.64489746,3905466.75,4.52804899216,30.0133113861,108.663848877,0.0433865971863,0.6989743709564209,0.4885460138320923,0.4486806094646454,0.6285605430603027,0.3859564065933227,0.6953838467597961,0.5244030356407166,0.0,0.4,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
400087,1.7392424345,0.981444180012,0.111111111939,3.20836186409,0.0466719903052,0.0138888889924,0.35503923893,1803.32556152,13.2024726868,-1.80961716723e-08,0.00136746116914,0.0624474771321,0.0019188761944,0.00662436755374,7.75133371353,0.141545981169,1207.7401123,4153699.75,5.72665023804,30.0133113861,101.314491272,0.0692858174443,0.4571733772754669,0.7627198100090027,0.5052334070205688,0.7304286360740662,0.6137177348136902,0.6154099702835083,0.5805354714393616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
200097,0.900211274624,0.793119907379,0.0524691343307,3.9286839962,0.0348204150796,0.0154320988804,0.480863928795,1036.16430664,11.8361673355,-5.49698153662e-09,0.000254005251918,0.00818598736078,0.00414854567498,0.00996237248182,6.92935371399,0.0505620203912,1000.128479,2783045.75,2.96320843697,30.0133113861,112.521469116,0.0264386683702,0.6242979764938354,0.4868933260440826,0.4606362879276275,0.60622638463974,0.4577033221721649,0.6471304893493652,0.5622261762619019,0.0,0.4545454545454545,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
300089,1.59172081947,0.967629790306,0.0649149939418,3.11269044876,0.0584653541446,0.0123647600412,0.603262543678,1475.33862305,21.1832942963,-5.65363933447e-09,0.000679932418279,0.00651987176389,0.00718902051449,0.00990370754153,7.49775457382,0.0866094306111,1581.13452148,3305048.75,4.06506872177,30.0001583099,129.662139893,0.0406466908753,0.6301689743995667,0.7409602403640747,0.4776084125041961,0.6867270469665527,0.5309408903121948,0.6816850900650024,0.4363866746425628,0.3529411764705882,0.1176470588235294,0.0,0.0625,0.0625,0.3125,0.0625,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
700036,1.38208031654,0.971466183662,0.0880989208817,2.80770254135,0.0592598952353,0.0108191650361,0.491143673658,1207.24926758,15.7215776443,-1.02939754498e-08,0.00121511693578,0.022140910849,0.00589395780116,0.0133437300101,7.47422790527,0.113983109593,1422.22399902,5254232.5,4.49823188782,30.0001583099,97.7947616577,0.0536509007215,0.598511278629303,0.6990200281143188,0.4940599501132965,0.7304941415786743,0.5040022134780884,0.6845847368240356,0.5779166221618652,0.1,0.6,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
